page_loads,unique_visits,first_visits,returning_visits,Day,days_f
1966,1376,1101,275,Saturday,0
2446,1761,1452,309,Sunday,0
3779,2643,2145,498,Monday,1
4619,3341,2727,614,Tuesday,1
4983,3584,2925,659,Wednesday,1
4645,3319,2716,603,Thursday,1
3612,2630,2139,491,Friday,0
2153,1577,1323,254,Saturday,0
3089,2307,1978,329,Sunday,0
4580,3446,2882,564,Monday,1
4788,3625,2992,633,Tuesday,1
5095,3759,3113,646,Wednesday,1
4668,3454,2860,594,Thursday,1
3711,2785,2272,513,Friday,0
2523,1861,1577,284,Saturday,0
3364,2547,2122,425,Sunday,0
5513,4050,3321,729,Monday,1
5362,3762,3095,667,Tuesday,1
5402,3987,3293,694,Wednesday,1
5398,3996,3299,697,Thursday,1
3783,2663,2134,529,Friday,0
2395,1797,1503,294,Saturday,0
3679,2719,2289,430,Sunday,0
5688,4325,3570,755,Monday,1
5842,4382,3645,737,Tuesday,1
5923,4458,3682,776,Wednesday,1
5717,4222,3487,735,Thursday,1
4250,3176,2565,611,Friday,0
2525,1986,1656,330,Saturday,0
3923,3023,2559,464,Sunday,0
5785,4281,3545,736,Monday,1
6052,4522,3780,742,Tuesday,1
6150,4588,3814,774,Wednesday,1
5591,4134,3419,715,Thursday,1
4279,3196,2616,580,Friday,0
2897,2066,1717,349,Saturday,0
3904,2873,2374,499,Sunday,0
5458,4145,3442,703,Monday,1
5909,4399,3685,714,Tuesday,1
6175,4620,3823,797,Wednesday,1
5856,4422,3581,841,Thursday,1
4610,3505,2837,668,Friday,0
3081,2269,1864,405,Saturday,0
4390,3265,2718,547,Sunday,0
6507,4917,4018,899,Monday,1
6941,5103,4189,914,Tuesday,1
6576,4776,3961,815,Wednesday,1
5985,4462,3701,761,Thursday,1
4789,3497,2840,657,Friday,0
3263,2292,1881,411,Saturday,0
4180,3135,2561,574,Sunday,0
6371,4865,3993,872,Monday,1
6648,4960,4070,890,Tuesday,1
6501,4777,3880,897,Wednesday,1
6088,4431,3574,857,Thursday,1
4376,3179,2510,669,Friday,0
2733,1955,1549,406,Saturday,0
3953,2921,2344,577,Sunday,0
6108,4416,3563,853,Monday,1
5668,4185,3360,825,Tuesday,1
6159,4508,3663,845,Wednesday,1
5810,4241,3426,815,Thursday,1
4491,3394,2670,724,Friday,0
3110,2263,1842,421,Saturday,0
4418,3281,2713,568,Sunday,0
6529,4488,3573,915,Monday,1
5756,4251,3437,814,Tuesday,1
5716,4102,3315,787,Wednesday,1
5323,4022,3246,776,Thursday,1
4280,3085,2441,644,Friday,0
2982,2169,1777,392,Saturday,0
4365,3172,2595,577,Sunday,0
6627,4888,3942,946,Monday,1
6467,4808,3905,903,Tuesday,1
6631,4903,3984,919,Wednesday,1
6378,4681,3779,902,Thursday,1
4767,3424,2734,690,Friday,0
3501,2580,2136,444,Saturday,0
4647,3426,2777,649,Sunday,0
6336,4693,3788,905,Monday,1
6222,4564,3646,918,Tuesday,1
5527,3904,3082,822,Wednesday,1
4267,3197,2561,636,Thursday,1
3733,2678,2135,543,Friday,0
3299,2394,1907,487,Saturday,0
4530,3396,2722,674,Sunday,0
6908,5047,4167,880,Monday,1
7714,5338,4369,969,Tuesday,1
7490,5425,4389,1036,Wednesday,1
7190,5081,4120,961,Thursday,1
5391,3977,3171,806,Friday,0
3575,2667,2178,489,Saturday,0
5285,4031,3247,784,Sunday,0
7330,5439,4452,987,Monday,1
7489,5479,4500,979,Tuesday,1
7345,5467,4469,998,Wednesday,1
6679,4991,3998,993,Thursday,1
5403,3970,3190,780,Friday,0
3573,2712,2203,509,Saturday,0
4834,3515,2838,677,Sunday,0
6905,4945,3988,957,Monday,1
6743,4927,3942,985,Tuesday,1
6201,4488,3593,895,Wednesday,1
5571,4071,3229,842,Thursday,1
3872,2780,2191,589,Friday,0
2613,1884,1480,404,Saturday,0
3109,2293,1853,440,Sunday,0
4324,3145,2477,668,Monday,1
4226,3064,2339,725,Tuesday,1
3991,2914,2278,636,Wednesday,1
3160,2211,1728,483,Thursday,1
2386,1626,1257,369,Friday,0
1115,825,634,191,Saturday,0
1387,930,740,190,Sunday,0
2147,1418,1142,276,Monday,1
2686,1777,1349,428,Tuesday,1
2885,1915,1476,439,Wednesday,1
2694,1837,1400,437,Thursday,1
2273,1541,1164,377,Friday,0
1188,836,643,193,Saturday,0
1447,1039,832,207,Sunday,0
2568,1844,1448,396,Monday,1
3566,2527,1970,557,Tuesday,1
3941,2816,2226,590,Wednesday,1
3841,2625,2058,567,Thursday,1
3261,2338,1812,526,Friday,0
2241,1523,1204,319,Saturday,0
2679,1892,1519,373,Sunday,0
4182,2841,2191,650,Monday,1
4236,3039,2391,648,Tuesday,1
4628,3206,2536,670,Wednesday,1
4205,3025,2403,622,Thursday,1
3459,2508,2033,475,Friday,0
2448,1744,1390,354,Saturday,0
2853,2015,1586,429,Sunday,0
4638,3178,2543,635,Monday,1
5325,3669,2942,727,Tuesday,1
4866,3364,2670,694,Wednesday,1
4715,3375,2689,686,Thursday,1
3753,2713,2136,577,Friday,0
2481,1778,1437,341,Saturday,0
3233,2401,1981,420,Sunday,0
5034,3660,2957,703,Monday,1
4787,3593,2909,684,Tuesday,1
4901,3602,2923,679,Wednesday,1
4398,3266,2653,613,Thursday,1
3823,2832,2267,565,Friday,0
2619,1901,1534,367,Saturday,0
3518,2612,2205,407,Sunday,0
5178,3826,3127,699,Monday,1
5290,3876,3127,749,Tuesday,1
5469,4116,3402,714,Wednesday,1
5399,4028,3303,725,Thursday,1
4232,3012,2342,670,Friday,0
2828,2084,1697,387,Saturday,0
3724,2783,2281,502,Sunday,0
5733,4249,3448,801,Monday,1
5814,4284,3521,763,Tuesday,1
5349,4006,3248,758,Wednesday,1
5025,3681,3010,671,Thursday,1
4044,2922,2335,587,Friday,0
2323,1731,1377,354,Saturday,0
3147,2469,2005,464,Sunday,0
4972,3719,3014,705,Monday,1
4878,3582,2897,685,Tuesday,1
5288,3786,3039,747,Wednesday,1
4968,3668,2934,734,Thursday,1
3788,2748,2158,590,Friday,0
2514,1839,1496,343,Saturday,0
3463,2602,2083,519,Sunday,0
4931,3700,3009,691,Monday,1
5101,3873,3079,794,Tuesday,1
5144,3727,2998,729,Wednesday,1
4433,3372,2657,715,Thursday,1
3597,2648,2111,537,Friday,0
2621,1826,1482,344,Saturday,0
3397,2494,2021,473,Sunday,0
5062,3812,3009,803,Monday,1
4926,3678,2933,745,Tuesday,1
4936,3558,2822,736,Wednesday,1
4688,3441,2747,694,Thursday,1
3827,2699,2140,559,Friday,0
2452,1754,1408,346,Saturday,0
3283,2394,1958,436,Sunday,0
4823,3481,2764,717,Monday,1
4821,3662,2942,720,Tuesday,1
5059,3613,2923,690,Wednesday,1
4585,3444,2744,700,Thursday,1
3682,2733,2178,555,Friday,0
2350,1714,1351,363,Saturday,0
3056,2189,1755,434,Sunday,0
4746,3367,2721,646,Monday,1
4613,3465,2808,657,Tuesday,1
4560,3441,2694,747,Wednesday,1
4520,3304,2629,675,Thursday,1
3346,2433,1930,503,Friday,0
2253,1649,1325,324,Saturday,0
2927,2267,1807,460,Sunday,0
4878,3463,2799,664,Monday,1
4852,3481,2802,679,Tuesday,1
4585,3430,2757,673,Wednesday,1
4477,3260,2600,660,Thursday,1
3654,2566,1993,573,Friday,0
2411,1760,1420,340,Saturday,0
3054,2336,1882,454,Sunday,0
4696,3479,2765,714,Monday,1
5033,3633,2875,758,Tuesday,1
4948,3530,2809,721,Wednesday,1
4636,3390,2704,686,Thursday,1
3539,2636,2060,576,Friday,0
2371,1678,1338,340,Saturday,0
2816,2159,1715,444,Sunday,0
4493,3356,2672,684,Monday,1
4678,3486,2739,747,Tuesday,1
4737,3484,2762,722,Wednesday,1
4775,3514,2806,708,Thursday,1
3658,2725,2181,544,Friday,0
2260,1664,1324,340,Saturday,0
3343,2433,1933,500,Sunday,0
4640,3440,2756,684,Monday,1
4694,3532,2867,665,Tuesday,1
4771,3517,2800,717,Wednesday,1
4173,3017,2395,622,Thursday,1
3046,2238,1752,486,Friday,0
2260,1701,1333,368,Saturday,0
2876,2143,1700,443,Sunday,0
4774,3402,2719,683,Monday,1
5009,3702,2906,796,Tuesday,1
5369,3852,3133,719,Wednesday,1
5020,3669,2969,700,Thursday,1
3935,2802,2203,599,Friday,0
2795,2049,1630,419,Saturday,0
3795,2827,2305,522,Sunday,0
5489,4083,3252,831,Monday,1
5680,4108,3336,772,Tuesday,1
5383,3940,3205,735,Wednesday,1
4890,3695,2985,710,Thursday,1
3872,2887,2310,577,Friday,0
2790,1987,1602,385,Saturday,0
3524,2616,2118,498,Sunday,0
4903,3551,2875,676,Monday,1
5160,3802,3079,723,Tuesday,1
5194,3766,2995,771,Wednesday,1
5142,3755,3013,742,Thursday,1
3836,2925,2323,602,Friday,0
2737,1981,1572,409,Saturday,0
3386,2534,2025,509,Sunday,0
4816,3585,2900,685,Monday,1
4734,3458,2763,695,Tuesday,1
4761,3475,2754,721,Wednesday,1
4277,3224,2570,654,Thursday,1
3563,2620,2056,564,Friday,0
2401,1749,1379,370,Saturday,0
2877,2126,1674,452,Sunday,0
4448,3191,2494,697,Monday,1
4525,3226,2593,633,Tuesday,1
4533,3318,2676,642,Wednesday,1
4431,3307,2686,621,Thursday,1
3456,2470,1938,532,Friday,0
2162,1651,1332,319,Saturday,0
2786,1971,1597,374,Sunday,0
4172,3041,2403,638,Monday,1
4255,3077,2457,620,Tuesday,1
4154,2996,2400,596,Wednesday,1
3803,2839,2263,576,Thursday,1
2950,2183,1720,463,Friday,0
1909,1444,1155,289,Saturday,0
2506,1781,1399,382,Sunday,0
3325,2457,1913,544,Monday,1
4086,2909,2298,611,Tuesday,1
3716,2667,2069,598,Wednesday,1
3702,2639,2103,536,Thursday,1
2959,2171,1680,491,Friday,0
2006,1471,1161,310,Saturday,0
2479,1795,1419,376,Sunday,0
3501,2610,2072,538,Monday,1
3985,2922,2361,561,Tuesday,1
3920,2913,2314,599,Wednesday,1
3868,2796,2209,587,Thursday,1
2921,2101,1660,441,Friday,0
1655,1244,975,269,Saturday,0
2229,1622,1299,323,Sunday,0
3660,2598,2020,578,Monday,1
3898,2809,2202,607,Tuesday,1
3912,2797,2200,597,Wednesday,1
3604,2624,2029,595,Thursday,1
2970,2105,1621,484,Friday,0
1546,1187,957,230,Saturday,0
1944,1465,1146,319,Sunday,0
3608,2493,1959,534,Monday,1
3514,2472,1905,567,Tuesday,1
3344,2475,1915,560,Wednesday,1
3292,2351,1824,527,Thursday,1
2469,1850,1445,405,Friday,0
1296,925,702,223,Saturday,0
1546,1071,811,260,Sunday,0
2948,1998,1528,470,Monday,1
3077,2190,1690,500,Tuesday,1
3028,2145,1649,496,Wednesday,1
2738,1976,1474,502,Thursday,1
2147,1478,1087,391,Friday,0
1277,903,675,228,Saturday,0
1606,1142,879,263,Sunday,0
2504,1726,1296,430,Monday,1
2218,1566,1217,349,Tuesday,1
3024,2149,1681,468,Wednesday,1
2951,2047,1555,492,Thursday,1
2401,1693,1310,383,Friday,0
1242,891,700,191,Saturday,0
1511,1172,938,234,Sunday,0
2934,2062,1619,443,Monday,1
3003,2140,1663,477,Tuesday,1
3073,2192,1710,482,Wednesday,1
2933,2043,1550,493,Thursday,1
2468,1710,1287,423,Friday,0
1355,892,689,203,Saturday,0
1553,1122,891,231,Sunday,0
2902,1954,1479,475,Monday,1
2899,2109,1591,518,Tuesday,1
2986,2032,1584,448,Wednesday,1
2964,2031,1571,460,Thursday,1
2433,1609,1214,395,Friday,0
1280,923,725,198,Saturday,0
1603,1170,909,261,Sunday,0
3154,2214,1726,488,Monday,1
3084,2148,1666,482,Tuesday,1
2983,1925,1490,435,Wednesday,1
2849,1908,1440,468,Thursday,1
2420,1538,1150,388,Friday,0
1300,895,712,183,Saturday,0
1526,1112,863,249,Sunday,0
2872,1978,1481,497,Monday,1
2914,1957,1463,494,Tuesday,1
2843,1994,1536,458,Wednesday,1
2649,1894,1447,447,Thursday,1
2042,1478,1150,328,Friday,0
1225,901,681,220,Saturday,0
1562,1045,792,253,Sunday,0
2751,1823,1398,425,Monday,1
2634,1868,1415,453,Tuesday,1
2704,1961,1511,450,Wednesday,1
2670,1864,1463,401,Thursday,1
2073,1498,1121,377,Friday,0
1240,888,669,219,Saturday,0
1530,1076,811,265,Sunday,0
2392,1704,1346,358,Monday,1
2675,1846,1471,375,Tuesday,1
2755,1911,1436,475,Wednesday,1
2608,1824,1421,403,Thursday,1
2163,1521,1163,358,Friday,0
1304,951,743,208,Saturday,0
1969,1419,1156,263,Sunday,0
2985,2069,1575,494,Monday,1
3087,2259,1772,487,Tuesday,1
3047,2147,1704,443,Wednesday,1
2961,2026,1600,426,Thursday,1
2293,1589,1257,332,Friday,0
1261,934,751,183,Saturday,0
1676,1211,983,228,Sunday,0
1786,1287,1005,282,Monday,1
3252,2310,1845,465,Tuesday,1
3082,2179,1741,438,Wednesday,1
2721,1963,1579,384,Thursday,1
2217,1583,1235,348,Friday,0
1271,908,730,178,Saturday,0
1742,1197,958,239,Sunday,0
2293,1704,1380,324,Monday,1
3155,2289,1818,471,Tuesday,1
3159,2320,1882,438,Wednesday,1
3054,2243,1777,466,Thursday,1
2440,1848,1488,360,Friday,0
1532,1108,924,184,Saturday,0
2247,1657,1366,291,Sunday,0
3570,2496,2033,463,Monday,1
3524,2540,2075,465,Tuesday,1
3471,2473,2040,433,Wednesday,1
3303,2415,1974,441,Thursday,1
2560,1867,1519,348,Friday,0
1470,1090,912,178,Saturday,0
2234,1715,1446,269,Sunday,0
3504,2596,2123,473,Monday,1
3984,2840,2382,458,Tuesday,1
3746,2660,2188,472,Wednesday,1
3524,2667,2143,524,Thursday,1
2639,1944,1591,353,Friday,0
1523,1178,975,203,Saturday,0
2425,1809,1521,288,Sunday,0
3671,2705,2202,503,Monday,1
3669,2780,2306,474,Tuesday,1
3537,2657,2211,446,Wednesday,1
3413,2507,2048,459,Thursday,1
2699,1902,1554,348,Friday,0
1829,1289,1058,231,Saturday,0
2379,1812,1507,305,Sunday,0
3637,2669,2221,448,Monday,1
3775,2787,2253,534,Tuesday,1
3572,2731,2245,486,Wednesday,1
3605,2695,2230,465,Thursday,1
2774,2078,1670,408,Friday,0
1780,1354,1106,248,Saturday,0
2469,1884,1571,313,Sunday,0
3881,2869,2348,521,Monday,1
3767,2785,2296,489,Tuesday,1
4082,2924,2335,589,Wednesday,1
4047,2768,2240,528,Thursday,1
2877,2114,1706,408,Friday,0
2073,1559,1298,261,Saturday,0
2759,2066,1739,327,Sunday,0
3817,2880,2344,536,Monday,1
3949,2930,2402,528,Tuesday,1
3867,2896,2395,501,Wednesday,1
3621,2582,2119,463,Thursday,1
2978,2220,1772,448,Friday,0
1992,1434,1158,276,Saturday,0
2851,2142,1779,363,Sunday,0
4390,3177,2651,526,Monday,1
3886,2938,2406,532,Tuesday,1
3424,2477,2017,460,Wednesday,1
4207,3087,2561,526,Thursday,1
3345,2478,1984,494,Friday,0
2128,1567,1277,290,Saturday,0
2205,1637,1319,318,Sunday,0
4091,2999,2453,546,Monday,1
4223,3143,2555,588,Tuesday,1
4361,3147,2554,593,Wednesday,1
4263,3103,2513,590,Thursday,1
3341,2397,1903,494,Friday,0
2278,1634,1307,327,Saturday,0
3097,2299,1888,411,Sunday,0
4185,3113,2538,575,Monday,1
4477,3341,2689,652,Tuesday,1
4354,3227,2579,648,Wednesday,1
4194,3005,2401,604,Thursday,1
3240,2319,1833,486,Friday,0
2424,1613,1283,330,Saturday,0
3168,2309,1853,456,Sunday,0
4709,3433,2784,649,Monday,1
4634,3373,2727,646,Tuesday,1
4545,3345,2681,664,Wednesday,1
4532,3332,2693,639,Thursday,1
3317,2508,2018,490,Friday,0
2449,1741,1386,355,Saturday,0
2893,2231,1780,451,Sunday,0
4170,3135,2555,580,Monday,1
4277,3026,2419,607,Tuesday,1
3588,2625,2078,547,Wednesday,1
3141,2237,1760,477,Thursday,1
2658,1843,1429,414,Friday,0
2391,1652,1327,325,Saturday,0
3202,2354,1901,453,Sunday,0
4349,3251,2601,650,Monday,1
4886,3660,2968,692,Tuesday,1
4555,3484,2824,660,Wednesday,1
4477,3134,2530,604,Thursday,1
3577,2603,2056,547,Friday,0
2430,1827,1461,366,Saturday,0
3449,2504,2006,498,Sunday,0
4955,3673,3019,654,Monday,1
4475,3435,2775,660,Tuesday,1
4595,3452,2766,686,Wednesday,1
4451,3199,2563,636,Thursday,1
3418,2549,2037,512,Friday,0
2605,1944,1572,372,Saturday,0
3483,2607,2102,505,Sunday,0
4651,3350,2656,694,Monday,1
4029,3011,2351,660,Tuesday,1
4282,3205,2609,596,Wednesday,1
4138,2930,2315,615,Thursday,1
4130,2803,2211,592,Friday,0
2581,1761,1429,332,Saturday,0
3355,2300,1876,424,Sunday,0
4482,3109,2491,618,Monday,1
4584,3021,2456,565,Tuesday,1
4106,2661,2133,528,Wednesday,1
3378,2243,1798,445,Thursday,1
2446,1544,1211,333,Friday,0
1447,958,753,205,Saturday,0
1326,895,696,199,Sunday,0
1609,1015,809,206,Monday,1
2481,1438,1105,333,Tuesday,1
2798,1740,1350,390,Wednesday,1
2809,1797,1425,372,Thursday,1
2216,1410,1083,327,Friday,0
1546,1071,839,232,Saturday,0
1339,923,724,199,Sunday,0
1709,1120,878,242,Monday,1
3389,2208,1755,453,Tuesday,1
3391,2282,1827,455,Wednesday,1
3698,2310,1878,432,Thursday,1
3511,2272,1801,471,Friday,0
2279,1498,1196,302,Saturday,0
2822,1869,1495,374,Sunday,0
4240,2784,2186,598,Monday,1
4319,2844,2302,542,Tuesday,1
4224,2866,2304,562,Wednesday,1
3797,2704,2203,501,Thursday,1
3190,2127,1692,435,Friday,0
1998,1373,1128,245,Saturday,0
2515,1711,1393,318,Sunday,0
3950,2612,2065,547,Monday,1
4033,2631,2133,498,Tuesday,1
4269,2812,2285,527,Wednesday,1
4124,2677,2157,520,Thursday,1
3228,2198,1763,435,Friday,0
2287,1423,1160,263,Saturday,0
2946,1996,1628,368,Sunday,0
4608,3035,2534,501,Monday,1
4786,3154,2566,588,Tuesday,1
4724,3244,2680,564,Wednesday,1
4417,2875,2348,527,Thursday,1
3580,2314,1825,489,Friday,0
2345,1544,1229,315,Saturday,0
3170,2140,1776,364,Sunday,0
4862,3194,2573,621,Monday,1
4600,3106,2504,602,Tuesday,1
4705,3249,2704,545,Wednesday,1
4723,3164,2571,593,Thursday,1
3969,2572,2104,468,Friday,0
2994,2034,1702,332,Saturday,0
3162,2186,1811,375,Sunday,0
4949,3287,2735,552,Monday,1
5092,3465,2838,627,Tuesday,1
4767,3319,2729,590,Wednesday,1
4625,3179,2603,576,Thursday,1
3738,2477,2015,462,Friday,0
2739,1793,1477,316,Saturday,0
3923,2476,2077,399,Sunday,0
5341,3687,3045,642,Monday,1
5114,3460,2836,624,Tuesday,1
4896,3214,2568,646,Wednesday,1
4502,3050,2507,543,Thursday,1
3729,2518,2012,506,Friday,0
2388,1618,1319,299,Saturday,0
3405,2314,1928,386,Sunday,0
5176,3620,2971,649,Monday,1
5429,3597,2978,619,Tuesday,1
5120,3448,2869,579,Wednesday,1
4993,3379,2774,605,Thursday,1
4148,2751,2221,530,Friday,0
2763,1981,1648,333,Saturday,0
3599,2446,2011,435,Sunday,0
5542,3728,3052,676,Monday,1
5378,3764,3123,641,Tuesday,1
5536,3734,3095,639,Wednesday,1
4984,3315,2713,602,Thursday,1
4130,2754,2231,523,Friday,0
2818,1922,1579,343,Saturday,0
3978,2699,2249,450,Sunday,0
5502,3727,3019,708,Monday,1
5740,3842,3160,682,Tuesday,1
5635,3734,3037,697,Wednesday,1
5375,3704,3044,660,Thursday,1
4273,3038,2490,548,Friday,0
3223,2305,1918,387,Saturday,0
3956,2727,2288,439,Sunday,0
5895,4141,3447,694,Monday,1
6152,4207,3398,809,Tuesday,1
5906,4021,3305,716,Wednesday,1
6300,4061,3279,782,Thursday,1
4915,3259,2673,586,Friday,0
3218,2161,1818,343,Saturday,0
4429,2919,2435,484,Sunday,0
5739,4038,3316,722,Monday,1
6220,4292,3553,739,Tuesday,1
6238,4163,3396,767,Wednesday,1
6226,4251,3595,656,Thursday,1
4364,2994,2457,537,Friday,0
2882,2021,1682,339,Saturday,0
4010,2748,2263,485,Sunday,0
6084,3995,3289,706,Monday,1
5874,4147,3446,701,Tuesday,1
5719,3917,3288,629,Wednesday,1
5003,3396,2812,584,Thursday,1
3605,2541,2062,479,Friday,0
2811,1901,1512,389,Saturday,0
3567,2438,1956,482,Sunday,0
5237,3542,2875,667,Monday,1
6154,4126,3438,688,Tuesday,1
5895,4112,3418,694,Wednesday,1
5858,3943,3232,711,Thursday,1
5034,3348,2749,599,Friday,0
3613,2291,1840,451,Saturday,0
4389,3059,2530,529,Sunday,0
6278,4290,3546,744,Monday,1
6836,4514,3747,767,Tuesday,1
6731,4596,3759,837,Wednesday,1
6287,4332,3563,769,Thursday,1
5089,3454,2850,604,Friday,0
3812,2542,2094,448,Saturday,0
5290,3538,2914,624,Sunday,0
7161,4993,4188,805,Monday,1
7352,4939,4058,881,Tuesday,1
7218,4842,4001,841,Wednesday,1
7040,4672,3895,777,Thursday,1
5367,3728,3029,699,Friday,0
4021,2749,2253,496,Saturday,0
5397,3722,3059,663,Sunday,0
7605,5124,4216,908,Monday,1
7614,5094,4181,913,Tuesday,1
7984,5541,4616,925,Wednesday,1
7040,4823,3957,866,Thursday,1
5628,3749,3095,654,Friday,0
3926,2618,2141,477,Saturday,0
5479,3635,3057,578,Sunday,0
6670,4584,3784,800,Monday,1
6783,4542,3742,800,Tuesday,1
7105,4865,4013,852,Wednesday,1
6877,4702,3854,848,Thursday,1
5460,3711,3039,672,Friday,0
3648,2568,2058,510,Saturday,0
4917,3311,2737,574,Sunday,0
6980,4654,3881,773,Monday,1
6702,4577,3700,877,Tuesday,1
6699,4488,3581,907,Wednesday,1
6001,4059,3265,794,Thursday,1
5094,3454,2766,688,Friday,0
3179,2237,1821,416,Saturday,0
4169,2912,2413,499,Sunday,0
6392,4388,3637,751,Monday,1
5878,4094,3384,710,Tuesday,1
5800,3976,3266,710,Wednesday,1
5690,4023,3254,769,Thursday,1
4314,2986,2400,586,Friday,0
2948,2117,1735,382,Saturday,0
3864,2674,2155,519,Sunday,0
5499,3708,3005,703,Monday,1
5790,4040,3269,771,Tuesday,1
5720,3971,3206,765,Wednesday,1
5692,3675,2965,710,Thursday,1
4082,2803,2188,615,Friday,0
2716,1965,1597,368,Saturday,0
3430,2374,1887,487,Sunday,0
4353,2994,2392,602,Monday,1
5525,3777,3112,665,Tuesday,1
5407,3574,2908,666,Wednesday,1
4994,3485,2792,693,Thursday,1
3835,2681,2172,509,Friday,0
2511,1750,1423,327,Saturday,0
3371,2308,1891,417,Sunday,0
5226,3399,2741,658,Monday,1
5139,3453,2811,642,Tuesday,1
5051,3474,2828,646,Wednesday,1
4787,3283,2685,598,Thursday,1
3956,2670,2107,563,Friday,0
2303,1589,1278,311,Saturday,0
3011,2091,1717,374,Sunday,0
4896,3326,2714,612,Monday,1
4952,3309,2624,685,Tuesday,1
4570,3099,2439,660,Wednesday,1
4542,2962,2377,585,Thursday,1
3383,2320,1847,473,Friday,0
1922,1316,1061,255,Saturday,0
2404,1677,1361,316,Sunday,0
4576,2964,2313,651,Monday,1
4727,3144,2519,625,Tuesday,1
4639,2989,2370,619,Wednesday,1
4108,2762,2154,608,Thursday,1
3372,2207,1744,463,Friday,0
1996,1277,989,288,Saturday,0
2415,1619,1266,353,Sunday,0
4457,2881,2272,609,Monday,1
4736,3039,2410,629,Tuesday,1
4245,2818,2244,574,Wednesday,1
4081,2785,2160,625,Thursday,1
3053,2008,1568,440,Friday,0
1741,1147,927,220,Saturday,0
2186,1447,1140,307,Sunday,0
4026,2533,1952,581,Monday,1
3961,2515,1966,549,Tuesday,1
3019,2032,1595,437,Wednesday,1
3743,2496,1997,499,Thursday,1
3050,1995,1575,420,Friday,0
1688,1080,857,223,Saturday,0
2185,1440,1145,295,Sunday,0
4104,2576,2016,560,Monday,1
4097,2694,2059,635,Tuesday,1
3844,2506,1895,611,Wednesday,1
3743,2530,2001,529,Thursday,1
3073,2068,1581,487,Friday,0
1852,1249,992,257,Saturday,0
2105,1474,1173,301,Sunday,0
4078,2657,2095,562,Monday,1
4515,2856,2255,601,Tuesday,1
4276,2779,2173,606,Wednesday,1
4043,2705,2114,591,Thursday,1
3004,2028,1576,452,Friday,0
1664,1177,942,235,Saturday,0
2248,1561,1246,315,Sunday,0
4062,2658,2081,577,Monday,1
4053,2680,2091,589,Tuesday,1
3628,2431,1879,552,Wednesday,1
3596,2415,1925,490,Thursday,1
3140,2002,1539,463,Friday,0
1938,1304,1054,250,Saturday,0
2460,1699,1364,335,Sunday,0
4175,2771,2166,605,Monday,1
4113,2881,2310,571,Tuesday,1
4273,2901,2310,591,Wednesday,1
4194,2754,2202,552,Thursday,1
3405,2345,1833,512,Friday,0
1800,1251,1025,226,Saturday,0
2378,1694,1388,306,Sunday,0
4319,2856,2233,623,Monday,1
4388,2971,2375,596,Tuesday,1
4205,2724,2118,606,Wednesday,1
3973,2555,1998,557,Thursday,1
3510,2224,1777,447,Friday,0
1913,1281,1012,269,Saturday,0
2397,1644,1284,360,Sunday,0
4348,2789,2224,565,Monday,1
3966,2688,2127,561,Tuesday,1
3805,2544,2035,509,Wednesday,1
3866,2604,2074,530,Thursday,1
3489,2219,1737,482,Friday,0
2074,1394,1108,286,Saturday,0
2519,1687,1318,369,Sunday,0
4202,2734,2128,606,Monday,1
4023,2711,2147,564,Tuesday,1
4048,2685,2121,564,Wednesday,1
4150,2860,2249,611,Thursday,1
3154,2199,1742,457,Friday,0
2143,1317,1012,305,Saturday,0
2576,1705,1372,333,Sunday,0
4317,2954,2367,587,Monday,1
